group,name,log2FC,FDR
EOAD,GOT2,0.177201488324447,0.303157230607034
EOAD,PPIB,-0.120427638455435,0.372560211151682
EOAD,QSOX1,-0.08448041128967,0.502394162201726
EOAD,APOM,0.518259342660625,0.247392101743679
EOAD,FBLN2,-0.118166131999521,0.451583532417105
EOAD,LY6H,-0.301870524900092,0.161523312206784
EOAD,WFDC2,-0.0368551715850121,0.783364237849892
EOAD,GPR37L1,-0.0703350656939072,0.627139968358421
EOAD,TNXB,-0.0377601927561955,0.627139968358421
EOAD,APOH,0.0698476033756954,0.923185192451395
EOAD,SERPINA4,0.36302754441528,0.285498544130573
EOAD,NPC2,0.0829708879154651,0.439454643585522
EOAD,ADGRB1,-0.340045112961911,0.128043108382428
EOAD,IGKV3-20,0.245669268121969,0.520168761059651
EOAD,ITIH4,0.404596988644341,0.250396553580068
EOAD,BGLAP,-0.0268155134753676,0.946287652905822
EOAD,RTN4RL2,-0.27483367435394,0.231672865707324
EOAD,DAG1,-0.093958596884125,0.402812247312876
EOAD,CGREF1,-0.308052075443234,0.0799932359889286
EOAD,DIPK1C,-0.0678352795061405,0.734430468006213
EOAD,CFHR1,0.637151984384066,0.211833168159422
EOAD,CLU,-0.103502968906652,0.476993850040552
EOAD,FSTL4,-0.297621987600886,0.303157230607034
EOAD,NTRK2,-0.107431269762412,0.260429528194937
EOAD,NXPH4,-0.22442058607463,0.480489259303669
EOAD,ADAM22,-0.12266676106324,0.285498544130573
EOAD,CCN3,0.1888428198907,0.20880605826187
EOAD,CNTN4,-0.0165240303844163,0.847960932691182
EOAD,SPOCK2,-0.003467163043636,0.954450877312711
EOAD,KRT9,-0.572829556504118,0.521649444919428
EOAD,TNR,-0.0114739407380311,0.870877599138437
EOAD,LRRC4B,-0.0900588947244199,0.559601531798456
EOAD,CTSD,0.0385066564507284,0.869049707593412
EOAD,CTSZ,-0.0695035555200993,0.740140793158225
EOAD,CANT1,-0.10216221083774,0.23096129914898
EOAD,PCSK1N,-0.243031080996982,0.198321867254426
EOAD,GM2A,-0.17236456446655,0.23096129914898
EOAD,C9,0.442861310848762,0.333020173631092
EOAD,CALR,-0.029372622468907,0.610273954042509
EOAD,COL6A1,-0.169259735055237,0.244888354116801
EOAD,CAMK2B,-0.153825642685653,0.426283493009268
EOAD,SPINK6,-0.136500276955503,0.513994331067096
EOAD,APOB,0.648925004534705,0.41611876276556
EOAD,AFM,0.321907735193646,0.285498544130573
EOAD,PTPRF,-0.0083687537048593,0.90176291251896
EOAD,LGALS3BP,0.149846638043211,0.23096129914898
EOAD,ECM1,-0.0149696697843229,0.920434767328999
EOAD,SLITRK4,-0.192070779902051,0.358038723855867
EOAD,PCSK2,-0.329183565194706,0.131865581356783
EOAD,VSIG4,0.0147918042613755,0.921832507661619
EOAD,SUSD5,-0.101943988985632,0.430735490794967
EOAD,B4GAT1,-0.173554707963529,0.131801654048377
EOAD,NEGR1,-0.135794486392748,0.269973336530036
EOAD,PEBP4,0.0518845124821592,0.737919074698424
EOAD,GMFB,0.101280661609689,0.452195010003777
EOAD,SCRG1,-0.110597807848617,0.492908382651148
EOAD,NUCB1,-0.0451222800828841,0.737919074698424
EOAD,A4GALT,0.0066703334929529,0.978402673929897
EOAD,ABCA2,0.0913551726528574,0.520529708866656
EOAD,ABHD14B,0.235128077762824,0.285498544130573
EOAD,ABI3BP,0.188814581683083,0.41798788651348
EOAD,ACE,-0.267048051332009,0.413905821317566
EOAD,ACP2,-0.0857729411261259,0.782582758180703
EOAD,ACYP1,-0.028475234818865,0.782939803591019
EOAD,ADA2,0.211182477519146,0.31162805976833
EOAD,ADAM10,0.0099410640110599,0.941576285786873
EOAD,ADAM11,-0.118673198299461,0.41798788651348
EOAD,ADAM15,-0.120416480995271,0.451583532417105
EOAD,ADAM23,-0.0971159641641197,0.60197199987591
EOAD,ADAM28,0.12712463373893,0.670160832252687
EOAD,ADAM9,-0.117858670472453,0.663724562305687
